#F:MAG_U;F:MAGERR_U;F:MAG_G;F:MAGERR_G;F:MAG_R;F:MAGERR_R;F:MAG_I;F:MAGERR_I;F:MAG_Z;F:MAGERR_Z;D:Z
26.679670,33.527729,23.476927,1.150922,22.173660,0.377712,21.233295,0.207574,20.598005,0.176916,0.639457
23.155151,1.304958,22.236883,0.367306,21.281254,0.166035,20.524410,0.108048,20.023493,0.104223,0.576313
22.544621,0.743676,22.769253,0.599757,21.778746,0.262540,21.526707,0.271980,21.261219,0.325877,0.400085
22.616930,0.794891,22.864676,0.654855,21.637218,0.230454,20.638344,0.120003,20.205618,0.123257,0.692474
23.086428,1.224918,22.569136,0.498803,21.182501,0.151599,20.404800,0.096778,19.920565,0.094796,0.538481
23.706923,2.169225,23.026224,0.759914,21.373674,0.180787,20.325525,0.089963,19.819715,0.086388,0.609421
23.943638,2.697685,23.500685,1.176382,22.425053,0.476122,21.533638,0.273722,21.020046,0.260966,0.669818
24.535650,4.653671,24.086708,2.018170,22.750023,0.642253,21.844997,0.364631,21.387316,0.366009,0.626465
23.874653,2.531609,23.926083,1.740634,22.593456,0.556006,21.846994,0.365302,21.385017,0.365235,0.532596
26.302427,23.686806,23.684515,1.393415,21.807014,0.269465,20.648932,0.121179,20.265104,0.130199,0.602355
23.519564,1.825414,21.798111,0.245199,20.010912,0.051530,19.395952,0.038215,18.962570,0.039228,0.354402
24.780310,5.829885,22.920912,0.689666,21.406389,0.186317,20.350506,0.092057,19.833704,0.087508,0.578979
25.669752,13.226254,23.394852,1.067125,21.658218,0.234955,20.652985,0.121632,20.209766,0.123729,0.530458
22.690790,0.850848,21.064104,0.124714,19.378271,0.028774,18.750990,0.021098,18.348972,0.022292,0.302671
24.750364,5.671281,23.107023,0.818622,21.292097,0.167701,20.164314,0.077550,19.568558,0.068547,0.597953
23.323648,1.524037,21.560154,0.196941,19.737160,0.040046,19.103079,0.029180,18.697681,0.030735,0.325409
23.590569,1.948781,22.434242,0.440526,21.021597,0.130718,20.031200,0.068602,19.531967,0.066275,0.533446
23.561953,1.898090,22.249212,0.371501,20.723104,0.099298,19.867020,0.058974,19.473803,0.062818,0.524723
23.495115,1.784768,22.097162,0.322953,20.454683,0.077548,19.675211,0.049424,19.221958,0.049814,0.451290
23.061726,1.197363,22.276205,0.380852,20.977449,0.125510,20.149237,0.076480,19.701519,0.077477,0.537803
26.499737,28.407343,22.331078,0.400595,20.456440,0.077674,19.678707,0.049583,19.208385,0.049195,0.420323
22.463972,0.690437,21.808365,0.247526,20.310411,0.067899,19.535158,0.043443,19.088717,0.044061,0.529339
23.968786,2.760897,23.570635,1.254666,21.854832,0.281598,20.497517,0.105405,19.856684,0.089380,0.659375
22.651621,0.820699,22.802473,0.618392,21.196062,0.153505,19.948559,0.063574,19.410851,0.059280,0.602307
23.573307,1.918044,22.652702,0.538710,21.239004,0.159698,20.330704,0.090393,19.914522,0.094270,0.533455
24.950640,6.820120,22.674023,0.549393,21.023409,0.130937,20.012648,0.067439,19.552172,0.067520,0.531343
24.610668,4.986583,22.893854,0.672692,21.304136,0.169571,20.364727,0.093271,19.831326,0.087316,0.530675
22.652473,0.821344,21.892902,0.267569,20.087040,0.055273,19.473692,0.041052,19.023354,0.041487,0.357540
31.299078,2361.385010,23.144171,0.847116,21.597111,0.222096,20.484278,0.104127,19.934259,0.096000,0.599380
22.015799,0.456936,20.812233,0.098894,19.186165,0.024108,18.585327,0.018113,18.167450,0.018860,0.252004
22.615349,0.793734,22.278387,0.381619,20.579340,0.086983,19.748032,0.052853,19.268211,0.051982,0.462822
22.318157,0.603669,20.706953,0.089754,19.142962,0.023168,18.570059,0.017860,18.201586,0.019463,0.276827
23.575764,1.922389,23.161898,0.861061,21.568260,0.216272,20.375172,0.094172,19.873337,0.090761,0.612838
28.703154,216.170868,23.152819,0.853890,21.583670,0.219364,20.609163,0.116821,20.086401,0.110440,0.504807
22.889549,1.021775,22.760088,0.594717,21.246067,0.160740,20.563999,0.112061,20.077368,0.109525,0.422777
24.523819,4.603234,23.171074,0.868369,21.674902,0.238593,20.535280,0.109136,20.046328,0.106438,0.613692
22.874142,1.007377,22.563446,0.496196,21.474430,0.198367,20.462334,0.102044,19.997692,0.101775,0.610585
24.140276,3.233299,22.713823,0.569907,21.984217,0.317237,21.134832,0.189578,20.737307,0.201135,0.752255
24.182882,3.362707,22.774742,0.602797,21.231653,0.158620,20.277712,0.086087,19.783609,0.083562,0.533474
23.335789,1.541174,22.938183,0.700725,21.617565,0.226320,20.668428,0.123375,20.228888,0.125927,0.575297
23.185244,1.341630,23.251410,0.935058,21.819344,0.272543,20.781874,0.136963,20.334764,0.138826,0.542095
22.957676,1.087943,22.093596,0.321894,20.923582,0.119435,20.241243,0.083244,19.863401,0.089934,0.534911
23.566174,1.905484,23.328529,1.003891,21.776323,0.261955,20.743416,0.132197,20.354643,0.141391,0.604225
23.094414,1.233961,22.416405,0.433347,20.926830,0.119793,20.216745,0.081387,19.686996,0.076448,0.251896
24.947229,6.798731,23.447565,1.120213,21.568913,0.216403,20.618330,0.117811,20.272980,0.131147,0.493195
23.492510,1.780490,22.943148,0.703936,21.347990,0.176561,20.453785,0.101244,19.967756,0.099007,0.513913
25.357306,9.918773,22.309959,0.392879,20.558882,0.085359,19.589581,0.045676,19.129000,0.045726,0.492653
23.834215,2.439055,22.720907,0.573637,21.241570,0.160076,20.571365,0.112824,20.173992,0.119719,0.432563
24.489937,4.461802,22.454165,0.448684,20.865555,0.113219,19.851648,0.058145,19.353647,0.056237,0.535654
25.779934,14.638921,23.477911,1.151964,21.896481,0.292610,20.881310,0.150099,20.330437,0.138274,0.582404
22.332479,0.611685,22.639357,0.532129,21.000664,0.128222,20.021482,0.067990,19.477177,0.063014,0.530520
24.983524,7.029844,23.072950,0.793332,21.502441,0.203551,20.314169,0.089027,19.728233,0.079407,0.630290
23.485779,1.769488,22.426014,0.437200,20.820063,0.108573,19.841749,0.057617,19.360384,0.056587,0.532330
22.905357,1.036761,23.120455,0.828813,21.758589,0.257711,20.746471,0.132569,20.188704,0.121352,0.611695
23.307470,1.501495,22.358437,0.410818,20.780773,0.104714,20.138311,0.075714,19.687975,0.076517,0.420231
24.194809,3.399845,22.197720,0.354293,20.424452,0.075419,19.625467,0.047211,19.174807,0.047697,0.462859
23.552504,1.881644,23.274616,0.955258,21.728268,0.250613,20.653082,0.121643,20.158092,0.117978,0.609245
22.882835,1.015476,22.904030,0.679026,21.332462,0.174053,20.195498,0.079809,19.677765,0.075800,0.609713
24.562403,4.769767,22.852602,0.647612,21.385931,0.182839,20.386482,0.095158,19.874945,0.090896,0.532047
24.322145,3.822908,22.805202,0.619949,21.192577,0.153013,20.379257,0.094527,19.900202,0.093035,0.500626
23.960865,2.740825,22.838844,0.639458,21.298143,0.168638,20.097124,0.072896,19.558382,0.067908,0.647380
23.149487,1.298167,21.845949,0.256245,20.183704,0.060420,19.557726,0.044355,19.187466,0.048256,0.325365
23.228388,1.396018,22.619991,0.522722,21.002371,0.128424,20.054636,0.070099,19.499407,0.064317,0.545142
25.779747,14.636421,23.683275,1.391826,21.796648,0.266905,20.603210,0.116182,20.075171,0.109303,0.609891
23.321213,1.520620,23.088724,0.804942,21.659851,0.235309,20.728098,0.130345,20.253603,0.128827,0.599176
23.433239,1.685899,22.100885,0.324063,21.036798,0.132561,20.301392,0.087985,19.898182,0.092862,0.601816
22.331629,0.611206,22.470863,0.455638,21.074669,0.137267,20.228485,0.082271,19.722874,0.079016,0.533354
23.375744,1.598943,22.806572,0.620731,21.343651,0.175856,20.287180,0.086841,19.752977,0.081237,0.602471
23.551723,1.880292,22.778687,0.604992,21.620209,0.226872,20.735445,0.131230,20.340719,0.139589,0.637155
22.962688,1.092977,22.039991,0.306387,20.237022,0.063461,19.545118,0.043843,19.111265,0.044985,0.420485
24.100397,3.116697,22.916527,0.686887,21.491734,0.201554,20.314953,0.089091,19.821644,0.086541,0.632567
22.731670,0.883494,21.509829,0.188021,20.223621,0.062682,19.626574,0.047259,19.202864,0.048945,0.392768
23.451740,1.714872,21.655605,0.215039,20.494465,0.080442,19.703613,0.050734,19.217316,0.049601,0.486363
23.186987,1.343788,22.538460,0.484907,21.219568,0.156864,20.239395,0.083102,19.823355,0.086678,0.580296
22.779543,0.923321,21.625853,0.209226,19.788994,0.042004,19.110086,0.029369,18.660210,0.029693,0.353494
23.503029,1.797823,23.179144,0.874847,20.884848,0.115249,20.152811,0.076732,19.894291,0.092530,0.423595
22.581532,0.769393,21.875605,0.263340,21.255787,0.162186,20.644997,0.120740,20.250360,0.128443,0.549169
23.477072,1.755354,22.487391,0.462627,21.195314,0.153399,20.500183,0.105664,20.100931,0.111928,0.462553
24.126610,3.192856,22.676220,0.550507,21.053425,0.134607,20.270010,0.085479,19.759073,0.081695,0.462506
23.446468,1.706565,23.011740,0.749843,21.320959,0.172219,20.283344,0.086535,19.848293,0.088692,0.541670
24.487972,4.453741,23.517670,1.194930,21.507010,0.204410,20.392620,0.095698,19.770380,0.082550,0.546022
22.899254,1.030949,23.042585,0.771452,21.799829,0.267688,21.413483,0.245046,20.941078,0.242659,0.391153
23.460247,1.728362,22.874311,0.660692,21.996876,0.320958,21.042683,0.174152,20.632807,0.182679,0.741651
24.183556,3.364791,22.800821,0.617452,21.108229,0.141576,20.118265,0.074329,19.607574,0.071055,0.592466
22.997101,1.128174,22.869534,0.657791,21.082920,0.138314,20.187576,0.079229,19.773291,0.082772,0.485540
23.292059,1.480332,23.087860,0.804300,22.189117,0.383129,21.440008,0.251106,21.029993,0.263368,0.620898
23.598892,1.963779,22.177998,0.347915,20.317898,0.068369,19.517120,0.042727,19.107977,0.044849,0.461219
23.824114,2.416468,24.322092,2.506753,22.034828,0.332375,20.921234,0.155721,20.399864,0.147404,0.689732
23.320967,1.520276,22.761217,0.595335,21.181644,0.151480,20.215816,0.081317,19.758621,0.081661,0.564010
23.564312,1.902218,23.869101,1.651639,22.316916,0.430986,21.572081,0.283587,21.358870,0.356544,0.488170
24.454353,4.317943,22.851620,0.647027,21.049910,0.134172,20.141678,0.075950,19.679371,0.075913,0.488819
24.516567,4.572595,22.923706,0.691444,21.960310,0.310329,21.055096,0.176154,20.543934,0.168321,0.694510
23.480545,1.760978,22.704737,0.565157,21.082916,0.138313,20.195366,0.079800,19.789043,0.083981,0.524171
23.098238,1.238314,21.797712,0.245109,20.096632,0.055763,19.473278,0.041036,19.072025,0.043389,0.386993
25.015814,7.242041,23.696405,1.408759,21.959455,0.310084,20.979910,0.164368,20.451643,0.154605,0.528179
22.830364,0.967569,22.075310,0.316518,21.222862,0.157341,20.456123,0.101462,20.115240,0.113413,0.876469
26.047457,18.729151,24.019201,1.896509,22.220543,0.394379,21.039854,0.173699,20.465296,0.156561,0.612061
24.422071,4.191452,21.551859,0.195442,19.762878,0.041006,19.129702,0.029904,18.754734,0.032394,0.325091
23.805721,2.375877,24.930321,4.389380,22.728195,0.629471,21.431585,0.249166,20.982149,0.252014,0.620119
23.241446,1.412907,22.669277,0.546998,20.983694,0.126234,19.828272,0.056907,19.309641,0.054003,0.608930
23.464705,1.735471,23.039644,0.769365,22.198910,0.386600,21.418306,0.246137,21.160393,0.296977,0.684345
23.372211,1.593749,22.773787,0.602267,21.799671,0.267649,20.817898,0.141584,20.554544,0.169974,0.692250
23.355827,1.569879,23.769527,1.506905,22.206507,0.389314,21.062189,0.177309,20.691460,0.192819,0.610844
22.654465,0.822851,22.162180,0.342883,20.987633,0.126692,20.303230,0.088135,20.035700,0.105401,0.570012
23.673100,2.102692,22.965532,0.718601,21.255180,0.162095,20.479935,0.103712,19.991463,0.101193,0.465154
22.440561,0.675710,22.213741,0.359560,20.492058,0.080264,19.773912,0.054128,19.256407,0.051419,0.463348
23.018158,1.150267,23.302589,0.980189,21.609404,0.224625,20.752497,0.133307,20.221708,0.125097,0.492696
22.577890,0.766817,22.477066,0.458248,21.187754,0.152335,20.394957,0.095904,19.854654,0.089213,0.531758
22.526695,0.731500,21.940687,0.279608,20.788443,0.105457,19.747799,0.052841,19.393724,0.058352,0.697444
22.202297,0.542568,21.774971,0.240029,20.717117,0.098752,20.036352,0.068928,19.640638,0.073252,0.225371
23.131777,1.277163,22.145817,0.337755,20.442535,0.076685,19.530500,0.043257,19.061960,0.042988,0.543644
22.785898,0.928741,21.985329,0.291344,20.597980,0.088489,20.093847,0.072676,19.762411,0.081946,0.391951
22.699591,0.857772,23.325790,1.001362,22.134497,0.364331,21.503077,0.266125,20.869694,0.227218,0.554172
22.145058,0.514706,23.097052,0.811138,21.775400,0.261732,20.560501,0.111701,19.971140,0.099317,0.690057
23.856806,2.490335,23.100716,0.813881,21.411797,0.187248,20.412813,0.097495,19.943943,0.096860,0.533247
23.382074,1.608294,23.419401,1.091528,21.663380,0.236074,20.720404,0.129424,20.279493,0.131936,0.532265
22.893560,1.025558,23.221235,0.909429,21.607985,0.224332,20.612169,0.117145,20.157974,0.117965,0.565935
24.197514,3.408325,23.046953,0.774561,21.235821,0.159230,20.207687,0.080710,19.783316,0.083540,0.618289
23.774084,2.307645,22.964359,0.717824,21.114496,0.142395,20.141706,0.075952,19.742077,0.080426,0.560929
26.958540,43.346283,23.116690,0.825944,21.209305,0.155389,20.312819,0.088916,19.824661,0.086782,0.491728
25.676659,13.310643,23.552134,1.233468,22.018106,0.327296,21.035839,0.173057,20.599367,0.177138,0.613518
22.842409,0.978362,22.945055,0.705174,21.302502,0.169316,20.448927,0.100792,19.975403,0.099707,0.499124
23.074375,1.211394,23.236183,0.922036,21.603090,0.223323,20.675022,0.124126,20.230064,0.126064,0.530821
24.689476,5.361991,23.144108,0.847067,21.409533,0.186857,20.391676,0.095615,19.893330,0.092448,0.528516
23.269526,1.449927,22.359772,0.411324,20.718283,0.098858,19.861811,0.058692,19.399065,0.058640,0.503272
22.967712,1.098046,22.844753,0.642948,21.180763,0.151357,20.202326,0.080313,19.691515,0.076766,0.525896
23.170452,1.323477,22.588547,0.507801,20.949892,0.122364,20.042130,0.069296,19.497725,0.064218,0.503216
23.381824,1.607924,23.069422,0.790758,21.445166,0.193092,20.532467,0.108853,20.084270,0.110223,0.532920
23.044743,1.178781,23.067707,0.789509,21.387657,0.183130,20.356163,0.092538,19.691814,0.076788,0.542454
25.377005,10.100377,22.554354,0.492058,20.859015,0.112539,19.918966,0.061864,19.436684,0.060707,0.498360
22.743879,0.893486,22.553635,0.491732,21.048958,0.134054,20.183277,0.078916,19.717066,0.078594,0.497626
23.353577,1.566631,23.363194,1.036458,21.872570,0.286237,20.975136,0.163647,20.547543,0.168882,0.498360
22.431124,0.669862,22.988411,0.733903,21.317631,0.171692,20.304480,0.088236,19.837141,0.087785,0.501505
23.604572,1.974081,22.375946,0.417497,20.608610,0.089360,19.828135,0.056899,19.423901,0.059996,0.457695
23.425653,1.674160,22.691200,0.558155,21.070719,0.136768,20.126663,0.074907,19.695791,0.077069,0.501182
23.478699,1.757984,23.178110,0.874014,21.742872,0.254008,20.809467,0.140489,20.229874,0.126042,0.531458
24.276569,3.665759,23.310822,0.987650,21.669384,0.237384,20.731285,0.130728,20.235575,0.126706,0.526642
24.719069,5.510146,23.484364,1.158831,21.865606,0.284407,21.055912,0.176287,20.481226,0.158875,0.461556
22.955383,1.085648,23.284700,0.964172,21.661509,0.235668,20.802036,0.139531,20.323526,0.137397,0.522621
24.156273,3.281291,21.935692,0.278324,20.579237,0.086975,19.722815,0.051639,19.231401,0.050249,0.502659
23.472986,1.748760,23.020567,0.755965,21.306471,0.169936,20.273163,0.085727,19.644007,0.073480,0.530752
22.385946,0.642560,22.604479,0.515307,21.236942,0.159395,20.340578,0.091219,19.947544,0.097181,0.498763
24.245777,3.563253,22.845854,0.643600,21.236931,0.159393,20.339645,0.091141,19.929298,0.095562,0.493855
23.741226,2.238856,22.431667,0.439482,20.965075,0.124087,20.249561,0.083884,19.933546,0.095936,0.448317
23.486488,1.770642,23.172644,0.869625,21.332554,0.174068,20.287333,0.086854,19.821186,0.086505,0.501585
24.032890,2.928813,22.741386,0.584560,20.921432,0.119198,19.922935,0.062091,19.428553,0.060254,0.492252
22.809496,0.949148,22.495668,0.466167,21.181152,0.151411,20.387888,0.095282,19.944881,0.096943,0.527452
22.965187,1.095496,22.120050,0.329833,20.453568,0.077468,19.682899,0.049775,19.179523,0.047904,0.461186
23.388920,1.618467,23.024269,0.758547,21.580553,0.218735,20.435165,0.099522,19.927128,0.095371,0.642748
23.909950,2.615265,22.587109,0.507128,21.027027,0.131374,20.299849,0.087861,19.884485,0.091698,0.457365
21.573406,0.304017,21.259512,0.149307,20.394619,0.073374,19.804054,0.055651,19.488579,0.063679,0.607578
22.850601,0.985772,23.173246,0.870109,21.822611,0.273364,20.932333,0.157321,20.510307,0.163188,0.533644
24.136040,3.220708,22.858002,0.650842,21.290617,0.167473,20.690973,0.125963,20.291338,0.133383,0.463980
23.590475,1.948613,23.699406,1.412658,21.479528,0.199301,20.313168,0.088945,19.812830,0.085842,0.565742
23.227560,1.394953,23.828972,1.591708,22.933760,0.760678,22.369070,0.590857,22.099709,0.705422,0.580485
22.657825,0.825402,22.242220,0.369116,20.871960,0.113889,20.066568,0.070873,19.612774,0.071396,0.493393
23.224306,1.390780,22.690899,0.558000,21.440632,0.192287,20.593159,0.115111,20.171818,0.119479,0.566088
23.449707,1.711665,23.056759,0.781589,21.688812,0.241670,20.742483,0.132083,20.279730,0.131965,0.541784
22.907532,1.038840,23.268282,0.949702,21.557062,0.214054,20.356569,0.092572,19.839981,0.088015,0.610678
22.919991,1.050828,24.112497,2.066681,23.238270,1.006945,22.126167,0.472413,21.588739,0.440616,0.665453
22.848719,0.984064,22.174479,0.346790,21.628870,0.228689,20.836103,0.143978,20.413797,0.149309,0.618544
22.899443,1.031129,23.182100,0.877233,21.584427,0.219517,20.480804,0.103795,20.002510,0.102228,0.589291
22.557766,0.752735,23.536934,1.216321,22.015671,0.326562,20.922075,0.155842,20.356125,0.141584,0.621758
22.322912,0.606318,22.925808,0.692784,21.324827,0.172834,20.335920,0.090829,19.815165,0.086026,0.564817
23.653118,2.064350,22.662107,0.543398,21.211143,0.155652,20.344145,0.091519,19.848219,0.088686,0.500035
24.684158,5.335792,23.729197,1.451957,22.510176,0.514953,21.416821,0.245800,21.020319,0.261031,0.549036
22.534765,0.736956,22.599091,0.512756,21.159399,0.148408,20.467890,0.102568,20.073326,0.109118,0.436095
23.961105,2.741433,22.806751,0.620834,21.259302,0.162712,20.376045,0.094248,19.824156,0.086742,0.485141
23.949745,2.712902,22.386532,0.421587,20.879089,0.114639,20.162998,0.077456,19.607119,0.071025,0.451891
23.952515,2.719828,24.290583,2.435051,22.645973,0.583562,21.474771,0.259277,20.910803,0.235986,0.596881
27.809217,94.890419,24.182249,2.203810,23.487017,1.266205,22.753582,0.841953,22.285093,0.836763,0.807518
23.188190,1.345278,23.408272,1.080397,21.885260,0.289602,20.808069,0.140308,20.355400,0.141490,0.591786
22.518375,0.725915,23.235245,0.921239,21.607569,0.224246,20.695631,0.126505,20.118443,0.113748,0.592844
23.333258,1.537584,23.107254,0.818797,21.476439,0.198734,20.432665,0.099293,19.957706,0.098095,0.583490
22.950817,1.081092,23.656574,1.358014,21.972158,0.313733,20.960426,0.161445,20.386591,0.145614,0.591017
22.909637,1.040856,23.291525,0.970251,21.718521,0.248374,20.614830,0.117432,20.109083,0.112771,0.630333
23.558022,1.891228,22.182199,0.349264,21.342974,0.175747,20.831783,0.143406,20.361074,0.142231,0.597368
22.090088,0.489295,22.818113,0.627364,21.226831,0.157917,20.450876,0.100973,19.989998,0.101057,0.491624
23.002081,1.133360,23.295288,0.973621,21.742821,0.253995,20.651299,0.121443,20.164181,0.118642,0.699630
25.771963,14.531862,22.901318,0.677333,21.229650,0.158328,20.352808,0.092252,19.926880,0.095349,0.489810
23.441376,1.698581,23.006197,0.746025,21.339926,0.175254,20.652811,0.121613,20.213327,0.124136,0.449570
23.556261,1.888165,22.283142,0.383293,20.615129,0.089898,19.963749,0.064469,19.537819,0.066634,0.425733
25.896027,16.290947,23.031527,0.763634,21.895050,0.292225,21.123573,0.187622,20.629042,0.182046,0.605137
25.689054,13.463491,23.420071,1.092203,22.605227,0.562067,22.118349,0.469023,21.608513,0.448715,0.728416
22.649298,0.818945,22.237835,0.367628,20.812792,0.107849,20.214796,0.081241,19.731705,0.079661,0.451570
23.364977,1.583167,23.856739,1.632939,21.914230,0.297433,20.549944,0.110620,19.948282,0.097247,0.721806
24.049795,2.974771,23.539076,1.218724,21.811903,0.270681,20.746824,0.132612,20.258801,0.129445,0.562881
23.626329,2.014038,22.109070,0.326515,20.300932,0.067308,19.567883,0.044772,19.154854,0.046828,0.439194
22.499670,0.713516,22.333780,0.401594,20.760599,0.102787,19.835911,0.057308,19.425737,0.060098,0.523544
